id,code,title,lecture_hours,lab_hours,credits,department_id,type,description,prerequisites
404,COE 449,Special Topics in Computer Communications & Networking,3,0,3,24,Undergraduate,Special topics in issues related to computer communication networks. Topics and specifics will be announced well before the course starting date.,
405,COE 469,Special Topics in VLSI and Design Automation,3,0,3,24,Undergraduate,Special topics in issues related to VLSI and Design Automation. Topics and specifics will be announced well before the course starting date.,
406,COE 499,Special Topics in Computer Engineering,3,0,3,24,Undergraduate,Special topics in issues related to computer engineering. Topics and specifics will be announced well before the course starting date.,
407,COE 351,Cooperative Work,0,0,9,24,Undergraduate,"A continuous period of 28 weeks spent in industry with the purpose of acquiring practical design experience in different areas of Computer Engineering. During this period, a student is exposed to the profession of Computer Engineering by working in the field. Students are required to submit a final report and give a presentation about their experience and the knowledge they gained during their cooperative work.",
408,COE 398,Internship,0,0,6,24,Undergraduate,"A continuous period of 15 weeks spent in industry with the purpose of acquiring practical experience in different areas of Computer Engineering. During this period, a student is exposed to the profession of Computer Engineering by working in the field. Students are required to submit a final report and give a presentation about their experience and the knowledge they gained during their cooperative work.",
409,COE 412,Senior Design Project II,0,6,3,24,Undergraduate,"This is the second of two courses for the multidisciplinary, capstone project. Multidisciplinary teams undertake product definition, generation of conceptual designs, product development, and presentation of final products. Students integrate knowledge acquired from prior courses into multidisciplinary projects with multiple constraints and use engineering standards while further developing their communication skills and life-long learning techniques.",
410,COE 494,Undergraduate Thesis I,0,0,3,24,Undergraduate,"This course is an independent research course for students undertaking the CX in undergraduate research. An undergraduate thesis is a substantive piece of research-oriented creative work demonstrating mastery over the discourse of one semester in professional field. A thesis requires students to formulate the main hypothesis and research questions, maintain research integrity and be aware of research misconducts, and acquire skills of identifying research gaps in literature. Students will develop their scientific writing skills to report their preliminary research findings in a research proposal. Such proposal must be planned and completed under the supervision of a faculty (advisor) and, at the advisor's discretion and department approval, may be reviewed by an additional co-advisor. Student will have to present to a committee his/her research plan and hypothesis in the thesis proposal.",
411,COE 496,Undergraduate Thesis II,0,0,3,24,Undergraduate,"This is an independent research course focused on making research contributions and presenting the results in a thesis for students undertaking the CX in undergraduate research. In this course, students will refine their thesis proposal in previous thesis course and work closely with the advisor to demonstrate their research findings over one semester in a professional field. This requires students to ensure the novelty and originality of the idea, conduct extensive research to validate the main hypothesis and research questions, and have the skills needed to write the thesis and prepare the research results for the proper venue for possible publication. Students will learn to develop their professional communication skills to defend their thesis in front of an independent scientific committee and possibly to deliver speech in a research symposia.",
412,CEM 441,Automation & Robotics in Construction,3,0,3,46,Undergraduate,"Introduction of latest tools, machines, equipment used in construction and their function, advantages and disadvantages of automation. Introduction to different types of construction robots, elements of robots: manipulators, sensors, data management and processing, mobility bases, control systems, path planning and obstacle avoidance algorithms. Benefit of application of robot in construction; cost, productivity, safety, application of robotics in construction, autonomy vs remote control.",
413,CEM 442,Application of Digital Technologies in Construction Management,3,0,3,46,Undergraduate,"Introduction to application of different digital technologies in construction industry including application of BIM in modelling design coordination; execution and performance assessment; visualization; cost estimating; project scheduling; application digital technologies in project monitoring and control, construction safety, and automation of data collection and Smart Equipment (unmanned vehicles), Wearable Technologies, GPS application in construction.",
414,DATA 201,Probability for Data Science,3,0,3,47,Undergraduate,"An introduction to probability, emphasizing the combined use of mathematics and programming. Discrete and continuous families of distributions. Bounds and approximations. Transforms and convergence. Markov chains and Markov Chain Monte Carlo. Dependence, conditioning, Bayesian methods. The multivariate normal, random permutations, symmetry, and order statistics. Use of numerical computation, graphics, simulation, and computer algebra.",
